position,champion,item_name,pick_count,win_count,win_rate
BOTTOM,가렌,광전사의 군화,1,0,0.0
BOTTOM,가렌,단검,1,0,0.0
BOTTOM,가렌,도란의 검,1,0,0.0
BOTTOM,가렌,롱소드,1,0,0.0
BOTTOM,가렌,루비 수정,2,0,0.0
BOTTOM,가렌,발걸음 분쇄기,1,0,0.0
BOTTOM,가렌,비상의 월갑,1,0,0.0
BOTTOM,가렌,쇠사슬 조끼,1,0,0.0
BOTTOM,가렌,신속의 장화,1,0,0.0
BOTTOM,가렌,예언자의 렌즈,1,0,0.0
BOTTOM,가렌,장화,1,0,0.0
BOTTOM,가렌,천 갑옷,1,0,0.0
BOTTOM,가렌,체력 물약,2,0,0.0
BOTTOM,가렌,충전형 물약,1,0,0.0
BOTTOM,가렌,탐식의 망치,1,0,0.0
BOTTOM,가렌,투명 와드,1,0,0.0
BOTTOM,가렌,티아맷,1,0,0.0
BOTTOM,갈리오,덤불 조끼,1,1,100.0
BOTTOM,갈리오,도란의 반지,1,1,100.0
BOTTOM,갈리오,루비 수정,1,1,100.0
BOTTOM,갈리오,마법공학 교류 발전기,1,1,100.0
BOTTOM,갈리오,마법공학 로켓 벨트,1,1,100.0
BOTTOM,갈리오,마법사의 신발,1,1,100.0
BOTTOM,갈리오,망원형 개조,1,1,100.0
BOTTOM,갈리오,밴들파이프,1,1,100.0
BOTTOM,갈리오,악마의 마법서,1,1,100.0
BOTTOM,갈리오,얼어붙은 심장,1,1,100.0
BOTTOM,갈리오,얼음 방패,1,1,100.0
BOTTOM,갈리오,장화,1,1,100.0
BOTTOM,갈리오,점화석,1,1,100.0
BOTTOM,갈리오,제어 와드,1,1,100.0
BOTTOM,갈리오,증폭의 고서,1,1,100.0
BOTTOM,갈리오,천 갑옷,1,1,100.0
BOTTOM,갈리오,체력 물약,1,1,100.0
BOTTOM,갈리오,추적자의 팔목 보호대,1,1,100.0
BOTTOM,갈리오,충전형 물약,1,1,100.0
BOTTOM,갈리오,파수꾼의 갑옷,1,1,100.0
BOTTOM,그레이브즈,B.F. 대검,4,3,75.0
BOTTOM,그레이브즈,강철의 영약,1,1,100.0
BOTTOM,그레이브즈,곡괭이,6,3,50.0
BOTTOM,그레이브즈,광휘의 검,7,4,57.14285714285714
BOTTOM,그레이브즈,단검,5,3,60.0
BOTTOM,그레이브즈,도란의 검,8,4,50.0
BOTTOM,그레이브즈,독사의 송곳니,1,0,0.0
BOTTOM,그레이브즈,땅굴 채굴기,1,1,100.0
BOTTOM,그레이브즈,롱소드,8,4,50.0
BOTTOM,그레이브즈,루비 수정,3,2,66.66666666666666
BOTTOM,그레이브즈,마법무효화의 망토,3,2,66.66666666666666
BOTTOM,그레이브즈,망원형 개조,6,2,33.33333333333333
BOTTOM,그레이브즈,무한의 대검,2,1,50.0
BOTTOM,그레이브즈,민첩성의 망토,7,3,42.857142857142854
BOTTOM,그레이브즈,불멸의 철갑궁,2,1,50.0
BOTTOM,그레이브즈,빛나는 티끌,5,3,60.0
BOTTOM,그레이브즈,수호 천사,1,1,100.0
BOTTOM,그레이브즈,수확의 낫,5,2,40.0
BOTTOM,그레이브즈,열정의 검,3,2,66.66666666666666
BOTTOM,그레이브즈,유령 무희,4,3,75.0
BOTTOM,그레이브즈,장화,2,0,0.0
BOTTOM,그레이브즈,절정의 화살,2,1,50.0
BOTTOM,그레이브즈,점화석,5,3,60.0
BOTTOM,그레이브즈,정수 약탈자,7,4,57.14285714285714
BOTTOM,그레이브즈,제어 와드,7,3,42.857142857142854
BOTTOM,그레이브즈,지배자의 피갑옷,1,1,100.0
BOTTOM,그레이브즈,징수의 총,2,0,0.0
BOTTOM,그레이브즈,처형인의 대검,1,0,0.0
BOTTOM,그레이브즈,천 갑옷,2,1,50.0
BOTTOM,그레이브즈,체력 물약,8,4,50.0
BOTTOM,그레이브즈,최후의 속삭임,2,0,0.0
BOTTOM,그레이브즈,충전형 물약,4,3,75.0
BOTTOM,그레이브즈,칠흑의 양날 도끼,6,4,66.66666666666666
BOTTOM,그레이브즈,콜필드의 전투 망치,5,2,40.0
BOTTOM,그레이브즈,탐식의 망치,6,4,66.66666666666666
BOTTOM,그레이브즈,톱날 단검,2,0,0.0
BOTTOM,그레이브즈,투명 와드,7,4,57.14285714285714
BOTTOM,그레이브즈,판금 장화,3,2,66.66666666666666
BOTTOM,그레이브즈,피바라기,1,0,0.0
BOTTOM,그레이브즈,필멸자의 운명,1,0,0.0
BOTTOM,그레이브즈,헤르메스의 발걸음,3,2,66.66666666666666
BOTTOM,그레이브즈,흡혈의 낫,1,0,0.0
BOTTOM,나피리,곡괭이,1,0,0.0
BOTTOM,나피리,꽁지깃,1,0,0.0
BOTTOM,나피리,독사의 송곳니,1,0,0.0
BOTTOM,나피리,땅굴 채굴기,1,0,0.0
BOTTOM,나피리,롱소드,1,0,0.0
BOTTOM,나피리,루비 수정,1,0,0.0
BOTTOM,나피리,밤의 끝자락,1,0,0.0
BOTTOM,나피리,불경한 히드라,1,0,0.0
BOTTOM,나피리,세릴다의 원한,1,0,0.0
BOTTOM,나피리,야수화,1,0,0.0
BOTTOM,나피리,예언자의 렌즈,1,0,0.0
BOTTOM,나피리,요우무의 유령검,1,0,0.0
BOTTOM,나피리,제어 와드,1,0,0.0
BOTTOM,나피리,최후의 속삭임,1,0,0.0
BOTTOM,나피리,충전형 물약,1,0,0.0
BOTTOM,나피리,콜필드의 전투 망치,1,0,0.0
BOTTOM,나피리,톱날 단검,1,0,0.0
BOTTOM,나피리,투명 와드,1,0,0.0
BOTTOM,나피리,판금 장화,1,0,0.0
BOTTOM,니코,그림자불꽃,1,1,100.0
BOTTOM,니코,도란의 반지,2,1,50.0
BOTTOM,니코,루덴의 메아리,2,1,50.0
BOTTOM,니코,루비 수정,1,0,0.0
BOTTOM,니코,마법공학 교류 발전기,2,1,50.0
BOTTOM,니코,마법공학 로켓 벨트,1,0,0.0
BOTTOM,니코,마법사의 신발,2,1,50.0
BOTTOM,니코,망원형 개조,1,0,0.0
BOTTOM,니코,사라진 양피지,2,1,50.0
BOTTOM,니코,사파이어 수정,1,0,0.0
BOTTOM,니코,쓸데없이 큰 지팡이,2,1,50.0
BOTTOM,니코,악마의 마법서,1,0,0.0
BOTTOM,니코,에테르 환영,1,0,0.0
BOTTOM,니코,예언자의 렌즈,2,1,50.0
BOTTOM,니코,장화,1,1,100.0
BOTTOM,니코,제어 와드,1,0,0.0
BOTTOM,니코,존야의 모래시계,2,1,50.0
BOTTOM,니코,증폭의 고서,2,1,50.0
BOTTOM,니코,천 갑옷,1,0,0.0
BOTTOM,니코,체력 물약,2,1,50.0
BOTTOM,니코,추적자의 팔목 보호대,2,1,50.0
BOTTOM,니코,투명 와드,2,1,50.0
BOTTOM,닐라,B.F. 대검,606,341,56.27062706270627
BOTTOM,닐라,강철 인장,136,86,63.23529411764706
BOTTOM,닐라,강철의 영약,1,1,100.0
BOTTOM,닐라,거인의 허리띠,2,1,50.0
BOTTOM,닐라,곡괭이,733,405,55.25238744884038
BOTTOM,닐라,광전사의 군화,92,52,56.52173913043478
BOTTOM,닐라,광휘의 검,2,1,50.0
BOTTOM,닐라,굶주린 히드라,1,1,100.0
BOTTOM,닐라,끝없는 갈망,3,1,33.33333333333333
BOTTOM,닐라,나보리 명멸검,44,30,68.18181818181817
BOTTOM,닐라,단검,271,146,53.874538745387454
BOTTOM,닐라,도란의 검,701,388,55.349500713266764
BOTTOM,닐라,도란의 방패,72,39,54.166666666666664
