match_id,duration_min
KR_8032422419,37.3
KR_8032358144,30.8
KR_8032308938,15.5
KR_8030858094,20.0
KR_8030816067,24.1
KR_8030780886,24.7
KR_8030732825,25.0
KR_8030725064,17.7
KR_8030707289,22.9
KR_8030690212,30.4
KR_8030527776,19.2
KR_8030377866,23.2
KR_8030185102,24.4
KR_8030065672,26.7
KR_8030004484,18.7
KR_8029907459,31.2
KR_8029853797,15.2
KR_8029769614,32.8
KR_8028877434,29.0
KR_8028865539,23.9
KR_8028840773,25.7
KR_8028828836,22.6
KR_8028814624,28.0
KR_8028790538,32.4
KR_8027845528,29.4
KR_8027797110,27.6
KR_8027187085,22.1
KR_8027165951,15.3
KR_8026701759,25.2
KR_8026646523,21.1
KR_8025394519,28.1
KR_8025378104,22.5
KR_8025345527,33.8
KR_8025328509,20.9
KR_8025303850,29.2
KR_8025286823,33.3
KR_8025283005,29.4
KR_8025149154,34.1
KR_8025120288,25.4
KR_8025074681,27.3
KR_8025035510,28.1
KR_8025002366,15.5
KR_8024657733,23.2
KR_8024580204,23.8
KR_8023399839,29.4
KR_8023389768,27.9
KR_8023384240,29.8
KR_8023374387,22.2
KR_8023364561,23.2
KR_8023357122,28.8
KR_8021016738,32.1
KR_8021003384,23.6
KR_8020971474,39.0
KR_8020943754,19.2
KR_8020899038,15.2
KR_8020859734,15.6
KR_8020807958,21.5
KR_8020762309,15.2
KR_8020711337,18.3
KR_8020585964,24.2
KR_8019316573,39.9
KR_8019261274,19.6
KR_8019157484,41.6
KR_8019074691,35.0
KR_8019009493,25.6
KR_8018917890,32.1
KR_8018886183,26.6
KR_8018842784,24.8
KR_8018811354,32.5
KR_8018781492,25.6
KR_8018752554,30.3
KR_8018733247,29.2
KR_8018719075,24.6
KR_8018698487,29.2
KR_8018674849,25.8
KR_8018669668,20.4
KR_8018652101,28.6
KR_8018634766,15.3
KR_8018622288,31.8
KR_8018602616,20.0
KR_8018589438,19.3
KR_8018557623,29.4
KR_8018528065,28.0
KR_8018494362,17.4
KR_8018282951,19.3
KR_8018211356,27.4
KR_8018070228,39.4
KR_8016658302,19.2
KR_8016628219,22.9
KR_8016600289,40.0
KR_8016590489,23.7
KR_8016581167,38.6
KR_8016559694,27.2
KR_8016474261,34.9
KR_8016426461,38.3
KR_8016222646,23.9
KR_8016115126,26.1
KR_8015989794,36.9
KR_8015903171,28.0
KR_8015811582,24.0
KR_8015731608,21.9
KR_8015432240,28.3
KR_8015411357,19.9
KR_8015344810,31.4
KR_8015292563,31.3
KR_8015183431,36.3
KR_8015134383,27.2
KR_8015077950,29.0
KR_8015029988,31.5
KR_8014993070,26.8
KR_8033192580,24.3
KR_8033056936,26.9
KR_8032930953,32.6
KR_8032504456,18.2
KR_8032488332,18.6
KR_8031892727,33.9
KR_8031101452,31.1
KR_8030520397,31.7
KR_8029701984,23.0
KR_8029429187,27.0
KR_8029370082,36.8
KR_8029306601,34.0
KR_8029259475,27.8
KR_8029195227,23.3
KR_8029160390,21.3
KR_8028772970,27.4
KR_8028757274,22.7
KR_8028501215,26.5
KR_8028349897,15.2
KR_8028293195,20.3
KR_8026930032,29.7
KR_8026459127,28.5
KR_8026147475,24.3
KR_8025817035,26.9
KR_8025772174,22.0
KR_8025675325,32.9
KR_8025530280,31.0
KR_8025235264,24.0
KR_8024637754,24.4
KR_8024549636,25.7
KR_8024379371,21.2
KR_8024279535,15.2
KR_8024085803,15.3
KR_8024057548,15.2
KR_8023909446,15.2
KR_8023872778,15.5
KR_8023823660,20.0
KR_8023773843,27.3
KR_8023727743,27.2
KR_8023690353,26.8
KR_8023651142,29.5
KR_8023179565,23.8
KR_8023140121,27.0
KR_8033353260,31.5
KR_8033261452,15.3
KR_8031976016,30.3
KR_8031580727,19.2
KR_8031447548,27.6
KR_8028643006,16.9
KR_8028470424,25.9
KR_8028136169,31.2
KR_8027679926,31.4
KR_8026929031,20.7
KR_8026878914,17.2
KR_8026294473,15.5
KR_8026191226,33.6
KR_8026133377,16.6
KR_8026020616,35.3
KR_8025854617,36.6
KR_8024280344,27.2
KR_8024056720,15.9
KR_8022365571,21.8
KR_8022040195,20.0
KR_8021687187,24.6
KR_8021068752,26.7
KR_8020489639,32.4
KR_8019645633,18.2
KR_8018428584,27.2
KR_8017370896,25.1
KR_8017315577,31.9
KR_8017165136,38.9
KR_8032719923,37.3
KR_8032690654,23.4
KR_8032682015,20.4
KR_8032646796,24.2
KR_8032570751,27.1
KR_8032458100,28.0
KR_8031976350,26.4
KR_8031789033,26.6
KR_8031295515,15.6
KR_8030622490,24.1
KR_8030458654,15.3
KR_8030170644,34.9
KR_8029973774,33.8
KR_8028999302,26.3
KR_8028900130,29.4
KR_8028885489,19.8
KR_8028858244,34.5
KR_8028822854,20.4
KR_8027661734,34.2
KR_8027548366,15.2
KR_8023243242,20.2
KR_8023107102,15.4
KR_8023052256,19.4
KR_8021864902,18.4
KR_8021804001,24.5
KR_8021125048,15.6
KR_8021044949,15.6
KR_8020904828,30.9
KR_8020857173,31.5
KR_8020661688,22.8
KR_8018417202,26.4
KR_8018318715,32.9
KR_8017295885,25.4
KR_8017036942,23.5
KR_8016511734,21.6
KR_8016479986,19.6
KR_8015296687,25.2
KR_8015243492,26.4
KR_8030606657,31.3
KR_8030592830,15.2
KR_8028941428,22.8
KR_8028933108,20.6
KR_8028889473,23.8
KR_8028622374,33.6
KR_8028575603,15.3
KR_8027831624,36.0
KR_8027659521,21.8
KR_8026523226,30.7
KR_8026241763,15.6
KR_8026121294,20.2
KR_8025824137,30.0
KR_8025770881,21.3
KR_8025717588,27.8
KR_8025575605,33.8
KR_8025471195,25.2
KR_8025427336,24.2
KR_8025357688,18.8
KR_8025282207,15.6
KR_8025257983,35.3
KR_8025251569,31.9
KR_8025161742,26.7
KR_8025135585,34.8
KR_8021860967,15.6
KR_8021161993,26.8
KR_8021127743,32.9
KR_8021099752,15.5
KR_8021083928,26.5
KR_8021075544,31.1
KR_8021033064,27.6
KR_8021012273,32.6
KR_8020883914,23.2
KR_8020774297,18.6
KR_8020692535,26.1
KR_8020585814,33.3
KR_8020496436,28.2
KR_8020133973,33.8
KR_8020046027,29.0
KR_8029044764,29.6
KR_8029009800,34.5
KR_8028818364,26.8
KR_8028673612,30.2
KR_8028317211,29.3
KR_8026921848,24.8
KR_8026181406,31.6
KR_8026038197,32.9
KR_8025987665,20.2
KR_8025933967,22.2
KR_8025889420,25.0
KR_8025819572,29.4
KR_8025286004,25.5
KR_8025237698,18.3
KR_8025108995,27.2
KR_8025084923,16.1
KR_8025058154,25.3
KR_8023097868,22.6
KR_8022857568,33.7
KR_8022119642,23.8
KR_8022053381,20.6
KR_8021979164,29.4
KR_8021891076,33.2
KR_8021096311,15.2
KR_8021084323,19.5
KR_8021066970,18.6
KR_8021028209,26.2
KR_8020977447,35.8
KR_8020818685,19.8
KR_8020755326,23.6
KR_8019841375,39.1
KR_8019769680,18.6
KR_8019273211,28.5
KR_8019124017,31.0
KR_8019035481,28.2
KR_8018987258,24.1
KR_8018897339,19.5
KR_8018852136,15.6
KR_8018807062,29.9
KR_8018788035,15.2
KR_8018757048,30.2
KR_8018729362,28.3
KR_8018507348,29.0
KR_8018334477,15.2
KR_8018267850,15.5
KR_8018202089,23.9
KR_8018048816,44.2
KR_8017952908,22.3
KR_8017852886,27.8
KR_8017431657,19.3
KR_8017348033,42.0
KR_8016683362,29.5
KR_8016644069,31.4
KR_8016633052,27.8
KR_8016602653,25.3
KR_8016597140,33.5
KR_8016584294,24.2
KR_8016489881,21.0
KR_8016393881,28.9
KR_8016074175,24.9
KR_8015951823,37.0
KR_8015853612,29.0
KR_8015780026,22.6
KR_8015310485,18.9
KR_8015257052,30.1
KR_8015176108,21.8
KR_8015114052,35.2
KR_8015055652,32.1
KR_8015014573,31.8
KR_8014980747,11.5
KR_8014960008,27.7
KR_8033307607,26.4
KR_8033227429,29.0
KR_8033137798,30.4
KR_8032949531,29.8
KR_8032666482,31.4
KR_8032651596,15.3
KR_8032545285,28.6
KR_8032508904,28.3
KR_8032484386,34.9
KR_8032451028,27.8
KR_8032391952,28.7
KR_8032282511,18.5
KR_8032174586,36.4
KR_8031246410,27.9
KR_8031145696,28.0
KR_8030799427,25.3
KR_8030632450,26.6
KR_8029318520,28.5
KR_8028549040,31.9
KR_8027794885,15.2
KR_8027114578,15.2
KR_8027055041,24.3
KR_8027039406,15.5
KR_8027008563,34.6
KR_8026985472,27.9
KR_8026846710,15.6
KR_8026390767,27.3
KR_8026316528,18.7
KR_8026167663,30.2
KR_8026054449,26.1
KR_8025934833,23.9
KR_8025723869,23.8
KR_8025671914,27.0
KR_8025158876,23.0
KR_8025143368,24.1
KR_8025117426,24.3
KR_8025101029,15.5
KR_8025044286,21.3
KR_8024984224,31.8
KR_8024915061,28.0
KR_8024672155,37.6
KR_8024515046,30.1
KR_8024411445,30.1
KR_8023717538,26.8
KR_8023618379,27.4
KR_8023534705,28.2
KR_8023512564,22.9
KR_8023443668,29.7
KR_8023429234,28.2
KR_8022813972,23.9
KR_8022351236,23.4
KR_8022216688,37.2
KR_8022138474,27.1
KR_8022047133,23.9
KR_8021980707,18.6
KR_8021910605,25.3
KR_8021489982,29.9
KR_8021449200,19.3
KR_8021330012,26.2
KR_8021264629,36.1
KR_8021243026,21.0
KR_8021212440,19.4
KR_8021183709,22.7
KR_8021164281,18.8
KR_8021136782,22.6
KR_8021098500,25.2
KR_8021067699,32.2
KR_8020705297,39.7
KR_8020252054,18.4
KR_8020132506,26.4
KR_8019233465,34.9
KR_8019094408,34.4
KR_8019048014,22.4
KR_8018981878,21.8
KR_8018931336,33.9
KR_8018882871,27.1
KR_8018838975,29.2
KR_8018798901,35.6
KR_8018774611,15.7
KR_8018743838,32.1
KR_8018700954,33.1
KR_8018688882,21.9
KR_8018681586,28.9
KR_8018664958,15.2
KR_8018640702,27.9
KR_8018598977,34.2
KR_8018519122,27.1
KR_8018486354,16.8
KR_8018414102,38.5
KR_8018337694,24.7
KR_8018229347,15.5
KR_8018140304,20.6
KR_8018047169,24.4
KR_8017973534,15.6
KR_8032510832,39.6
KR_8032482677,30.9
KR_8032448108,25.4
KR_8032405371,21.8
KR_8032359200,20.7
KR_8029815137,15.3
KR_8028617435,15.4
KR_8027408030,18.7
KR_8026993487,15.5
KR_8026948228,25.6
KR_8026844434,36.1
KR_8025153412,21.9
KR_8025120933,26.2
KR_8025066630,15.5
KR_8032607120,15.7
KR_8032560225,21.6
KR_8032512772,28.1
KR_8032281296,21.5
KR_8032226935,15.4
KR_8032138100,34.8
KR_8032053482,24.4
KR_8031920636,37.1
KR_8031817079,30.4
KR_8031701492,24.0
KR_8029767494,27.0
KR_8029624264,32.5
KR_8029532881,24.7
KR_8029478647,34.5
KR_8029348842,19.2
KR_8029303094,27.6
KR_8029270367,15.4
KR_8029240314,18.9
KR_8029146409,15.4
KR_8029119018,26.1
KR_8029083734,17.7
KR_8029057566,27.0
KR_8029041358,15.3
KR_8029023340,16.7
KR_8028911770,39.4
KR_8028430982,33.3
KR_8028350257,29.9
KR_8028272207,24.2
KR_8028196731,19.7
KR_8028110977,28.9
KR_8028028973,29.0
KR_8027958763,27.3
KR_8027859434,45.2
KR_8026646949,22.0
KR_8026584692,21.8
KR_8026505277,27.5
KR_8026416554,25.4
KR_8026338917,21.9
KR_8026237787,35.5
KR_8026181224,20.4
KR_8026079648,35.6
KR_8024727862,18.8
KR_8024651899,21.9
KR_8024596987,15.2
KR_8024517471,25.7
KR_8024444454,16.3
KR_8024266905,21.5
KR_8024206408,26.2
KR_8024158912,15.2
KR_8024094983,27.2
KR_8022307878,26.3
KR_8022232913,20.8
KR_8022173586,20.2
KR_8022101293,22.7
KR_8022033731,22.8
KR_8021885197,15.4
KR_8021794369,30.4
KR_8021735475,18.7
KR_8021657821,25.7
KR_8021572829,28.1
KR_8021523012,24.8
KR_8021441330,31.6
KR_8021394717,18.4
KR_8021334805,31.2
KR_8021268395,27.0
KR_8020447257,32.0
KR_8020334984,27.3
KR_8020257407,22.9
KR_8020145227,32.1
KR_8020040007,29.8
KR_8019945683,24.5
KR_8019863388,27.3
KR_8019788336,23.9
KR_8019704744,26.6
KR_8019642723,24.0
KR_8019566402,34.4
KR_8019498996,22.8
KR_8019434976,23.8
KR_8019401349,15.2
KR_8019296322,32.0
KR_8019182129,28.9
KR_8018121174,37.5
KR_8018053495,16.0
KR_8017928555,35.5
KR_8017843265,20.1
KR_8017646185,34.1
KR_8017559319,29.4
KR_8017500412,21.4
KR_8017376047,29.0
KR_8017290327,42.8
KR_8017213943,31.8
KR_8016180679,27.9
KR_8016095039,30.7
KR_8015945283,24.2
KR_8015804399,38.1
KR_8015733032,21.4
KR_8015395802,29.5
KR_8015352267,26.0
KR_8015291729,30.0
KR_8015237368,31.5
KR_8015172686,29.1
KR_8015119597,34.2
KR_8015079167,28.2
KR_8015023306,28.2
KR_8014976285,27.4
KR_8014942774,18.6
KR_8033293969,23.4
KR_8033178863,15.2
KR_8033109897,29.5
KR_8032996417,16.2
KR_8032570240,21.8
KR_8032543925,36.4
KR_8032532254,33.6
KR_8032496692,25.6
KR_8032467439,29.4
KR_8032427392,28.4
KR_8032273069,22.2
KR_8031822434,15.6
KR_8031218306,30.7
KR_8031121416,18.9
KR_8031032184,21.1
KR_8030632096,29.2
KR_8030577826,26.9
KR_8030558494,30.0
KR_8030524445,35.8
KR_8030498189,23.7
KR_8030451492,28.4
KR_8030405714,24.1
KR_8030273772,15.3
KR_8030194403,29.6
KR_8030104543,28.8
KR_8030046822,15.2
KR_8029652255,15.6
KR_8029598748,15.2
KR_8029554524,20.9
KR_8029486808,26.6
KR_8029449920,21.1
KR_8029420004,24.8
KR_8029339499,22.1
KR_8029031840,24.2
KR_8029013800,21.9
KR_8028777216,24.8
KR_8028601769,23.2
KR_8027849589,15.2
KR_8027721318,38.8
KR_8027670471,27.0
KR_8027634757,19.4
KR_8027607034,21.9
KR_8027563644,18.5
KR_8027481447,22.6
KR_8027453591,15.3
KR_8027413199,30.6
KR_8027349675,15.3
KR_8027285018,26.2
KR_8026991602,16.5
KR_8026964835,25.4
KR_8026925751,27.8
KR_8026778916,36.8
KR_8026528746,28.6
KR_8026445827,26.9
KR_8026017109,23.1
KR_8025900593,26.9
KR_8025849923,20.7
KR_8025803549,29.9
KR_8025754448,27.1
KR_8025483087,15.2
KR_8025456028,20.3
KR_8025400380,44.0
KR_8025369874,19.7
KR_8025363160,18.0
KR_8025224427,29.7
KR_8025110527,20.6
KR_8025083162,15.3
KR_8025029988,19.3
KR_8025001475,19.6
KR_8024931871,26.9
KR_8024806690,20.9
KR_8024450372,25.9
KR_8023846962,39.2
KR_8023760476,17.3
KR_8023699385,18.9
KR_8023244852,32.3
KR_8023226426,15.3
KR_8023186271,28.6
KR_8023151277,18.7
KR_8023097342,26.0
KR_8023003695,19.4
KR_8022895670,29.2
KR_8022820780,20.0
KR_8022318998,30.3
KR_8022236044,29.5
KR_8022093861,23.4
KR_8022035500,21.4
KR_8021958864,25.4
KR_8021902039,21.8
KR_8021746580,23.0
KR_8021669930,26.1
KR_8021371261,22.4
KR_8021307357,35.2
KR_8021256535,32.5
KR_8020962072,31.8
KR_8020916133,32.7
KR_8020842761,38.3
KR_8019997080,31.4
KR_8019295563,21.8
KR_8019042750,22.7
KR_8018982367,25.7
KR_8018911390,23.5
KR_8018838505,26.5
KR_8018599472,29.3
KR_8018564682,35.4
KR_8018528587,24.3
KR_8018491223,28.4
KR_8018354930,15.2
KR_8018267387,36.4
KR_8018180264,28.0
KR_8018067417,30.0
KR_8017813425,29.9
KR_8017751667,15.8
KR_8017571139,19.6
KR_8017468548,22.8
KR_8017428680,15.3
KR_8017371846,25.0
KR_8017320743,25.2
KR_8017270923,24.8
KR_8017225826,22.6
KR_8017144863,21.6
KR_8016938887,27.7
KR_8016889990,25.1
KR_8016838774,38.2
KR_8016823258,15.4
KR_8016498589,27.9
KR_8016421234,16.0
KR_8016348448,42.8
KR_8016282419,25.6
KR_8016212301,29.2
KR_8016118793,24.3
KR_8015935500,29.5
KR_8015826803,30.2
KR_8015764167,15.4
KR_8014941562,25.6
KR_8033381738,21.4
KR_8033322279,27.9
KR_8033246766,28.4
KR_8033212122,15.2
KR_8033026465,15.2
KR_8030644708,15.2
KR_8029172555,15.3
KR_8029126245,21.5
KR_8028453808,38.2
KR_8028331738,40.4
KR_8026481530,25.3
KR_8026194638,27.8
KR_8026118469,28.3
KR_8024227031,35.7
KR_8023361916,31.6
KR_8023278691,17.0
KR_8023248422,25.4
KR_8023100047,29.8
KR_8023034856,21.6
KR_8022956849,29.7
KR_8020851549,15.2
KR_8020554585,37.8
KR_8020303547,16.4
KR_8020138965,20.8
KR_8020009290,25.8
KR_8019808556,18.6
KR_8019731798,22.0
KR_8019659719,24.0
KR_8019550009,22.3
KR_8019463852,29.1
KR_8019330560,29.4
KR_8018663087,24.8
KR_8018590243,28.5
KR_8018547199,32.3
KR_8018510227,15.2
KR_8018446129,37.6
KR_8018363968,27.6
KR_8018285736,29.4
KR_8018105022,31.8
KR_8017700679,21.6
KR_8017652488,15.2
KR_8017543428,35.4
KR_8017459640,32.3
KR_8017313901,27.8
KR_8017173141,33.3
KR_8017118458,24.8
KR_8017058208,26.1
KR_8016384717,26.0
KR_8016319561,28.2
KR_8016074495,24.5
KR_8016026153,15.7
KR_8015920721,26.6
KR_8015804899,28.9
KR_8015746482,18.6
KR_8015400451,24.4
KR_8015285853,15.2
KR_8015159839,32.8
KR_8015135368,18.6
KR_8015073387,36.4
KR_8015020952,28.9
KR_8014998134,15.5
KR_8014946361,25.4
KR_8032223421,33.5
KR_8031858216,31.3
KR_8031555043,28.3
KR_8031147861,18.5
KR_8030565146,24.1
KR_8030498590,22.6
KR_8030452554,25.8
KR_8028456986,27.7
KR_8027780318,31.5
KR_8027731106,25.9
KR_8026508883,31.3
KR_8025932416,19.5
KR_8025762368,29.6
KR_8025646780,29.6
KR_8025588192,21.7
KR_8025481041,15.5
KR_8025455339,15.4
KR_8024274651,26.2
KR_8024187537,35.2
KR_8024033979,21.8
KR_8023656663,32.7
KR_8023602671,17.0
KR_8023568994,15.2
KR_8023283049,19.0
KR_8023230179,15.6
KR_8023170262,41.2
KR_8023118319,27.3
KR_8023039072,30.3
KR_8022824033,29.7
KR_8022442754,28.0
KR_8022363474,23.9
KR_8022264548,25.4
KR_8022218094,16.2
KR_8022165175,15.3
KR_8022082790,25.7
KR_8020941875,36.0
KR_8020877000,39.4
KR_8020026159,27.4
KR_8019925682,24.2
KR_8019832682,28.0
KR_8019763311,15.2
KR_8019622499,37.0
KR_8019568096,23.9
KR_8017872814,15.3
KR_8017790553,24.4
KR_8016764057,29.5
KR_8016731262,30.4
KR_8016000241,28.0
KR_8015915564,21.0
KR_8032751584,25.4
KR_8032718634,28.9
KR_8032690739,21.6
KR_8031436830,33.4
KR_8031386681,26.6
KR_8031309228,15.7
KR_8031196107,29.1
KR_8030345822,23.9
KR_8030268611,34.4
KR_8030180135,32.7
KR_8030081695,30.1
KR_8029862844,30.0
KR_8026925419,15.3
KR_8026896808,15.3
KR_8026756649,18.5
KR_8026699866,21.3
KR_8026621445,28.7
KR_8026536497,26.3
KR_8020235631,33.8
KR_8019968583,27.9
KR_8019549990,34.3
KR_8019410827,24.6
KR_8018869045,31.6
KR_8018671267,21.7
KR_8018646262,34.5
KR_8018597800,24.2
KR_8018569711,28.1
KR_8018536751,28.4
KR_8018455800,15.2
KR_8018266294,29.9
KR_8017559113,24.5
KR_8017353262,29.4
KR_8017309198,23.0
KR_8017230930,36.8
KR_8017188246,28.8
KR_8017142238,23.1
KR_8017091218,25.6
KR_8017038848,22.6
KR_8016856914,23.2
KR_8016829620,21.8
KR_8016801200,27.8
KR_8016738399,23.3
KR_8016711369,22.0
KR_8016696175,19.4
KR_8016665958,24.8
KR_8016467174,20.1
KR_8016437574,15.4
KR_8016325067,26.7
KR_8016232953,32.2
KR_8016181933,16.3
KR_8016089623,33.3
KR_8015999976,24.6
KR_8015916273,28.1
KR_8015811437,32.0
KR_8015751069,19.0
KR_8015288451,25.7
KR_8015219748,34.8
KR_8015172775,26.0
KR_8015112941,33.4
KR_8015068791,24.9
KR_8014987710,26.6
KR_8014937747,30.8
KR_8033415719,29.8
KR_8032181335,33.7
KR_8032039874,37.8
KR_8031947773,28.7
KR_8031820656,36.1
KR_8031723605,31.4
KR_8031676098,15.2
KR_8031604822,19.0
KR_8031534388,29.0
KR_8031473572,23.7
KR_8031412343,23.1
KR_8031293206,23.8
KR_8028043231,32.4
KR_8027955122,27.4
KR_8027787223,25.9
KR_8027744261,21.5
KR_8027686662,27.1
KR_8027639131,33.3
KR_8027604434,15.5
KR_8027546476,32.5
KR_8027232538,26.5
KR_8027188292,15.4
KR_8027100645,29.7
KR_8027072562,37.1
KR_8027060730,27.4
KR_8027042877,29.3
KR_8027017283,46.4
KR_8026943587,39.1
KR_8026887248,19.9
KR_8026431644,30.6
KR_8026314822,28.1
KR_8026170648,25.3
KR_8025550979,22.8
KR_8025512722,31.4
KR_8025423453,23.2
KR_8025385978,27.9
KR_8025371083,31.3
KR_8025333552,38.0
KR_8025318376,26.0
KR_8025303445,19.9
KR_8025284692,25.8
KR_8025255769,40.3
KR_8025248402,32.5
KR_8025230022,19.1
KR_8025150281,23.0
KR_8024908984,24.2
KR_8024830451,18.5
KR_8024724875,35.0
KR_8024485872,37.1
KR_8024409103,26.4
KR_8024317760,27.8
KR_8024238073,24.4
KR_8024111197,19.4
KR_8024063295,21.8
KR_8024005002,36.0
KR_8023938240,35.9
KR_8023490541,35.2
KR_8023466588,28.5
KR_8023439211,26.6
KR_8023421257,23.6
KR_8023388874,26.0
KR_8023386379,22.0
KR_8023381073,24.5
KR_8023368242,24.5
KR_8023338654,24.4
KR_8023322684,15.3
KR_8023298263,42.0
KR_8023274230,24.1
KR_8023226728,33.7
KR_8023109395,19.6
KR_8022396926,30.9
KR_8022101894,30.9
KR_8022069145,15.2
KR_8021997786,22.5
KR_8021785060,26.7
KR_8021693682,29.0
KR_8021100571,31.6
KR_8021078265,29.3
KR_8021017683,21.6
KR_8020941442,35.8
KR_8020851185,29.0
KR_8020802292,21.4
KR_8020697494,22.4
KR_8020484008,28.5
KR_8020331421,22.3
KR_8019862409,27.5
KR_8019659191,27.4
KR_8019542313,22.0
KR_8019449505,33.1
KR_8019311217,36.1
KR_8018512165,19.3
KR_8018424715,32.7
KR_8018366028,29.8
KR_8018274640,31.0
KR_8018203270,24.8
KR_8018094503,28.9
KR_8017870796,26.6
KR_8017427419,31.6
KR_8017253859,18.7
KR_8017210176,25.7
KR_8017164405,21.1
KR_8017010044,29.4
KR_8016544180,23.2
KR_8015433006,23.5
KR_8015316485,24.4
KR_8033217158,25.9
KR_8033167289,18.4
KR_8033105903,21.8
KR_8032525504,26.9
KR_8032500737,28.0
KR_8032474259,28.4
KR_8032434272,28.2
KR_8032336491,54.8
KR_8032277699,23.0
KR_8032205645,25.6
KR_8032161088,15.2
KR_8032049926,32.2
KR_8031967050,26.1
KR_8031326291,24.6
KR_8030969970,21.9
KR_8030604863,21.4
KR_8030596744,22.4
KR_8030579522,25.9
KR_8030514884,48.4
KR_8030493137,20.7
KR_8030447525,27.6
KR_8030376232,17.6
KR_8029862987,15.2
KR_8029804128,22.5
KR_8029311193,15.4
KR_8029204963,32.0
KR_8028799066,21.2
KR_8028755646,38.4
KR_8028729385,24.0
KR_8028013896,25.9
KR_8027571798,28.9
KR_8026808332,21.0
KR_8026476034,18.7
KR_8026364807,31.7
KR_8025796235,20.3
KR_8025688739,27.9
KR_8025597410,29.8
KR_8025104722,28.7
KR_8025021497,22.3
KR_8024057136,32.4
KR_8023055513,24.6
KR_8022980587,27.5
KR_8022561222,31.8
KR_8022120312,26.0
KR_8022049126,26.4
KR_8020963312,25.3
KR_8020925432,29.2
KR_8020818224,33.8
KR_8020649533,35.5
KR_8020555668,25.8
KR_8020198195,20.2
KR_8019483135,26.4
KR_8019413513,23.9
KR_8019245123,35.7
KR_8018580959,15.6
KR_8018278161,39.2
KR_8018136965,36.2
KR_8018032559,29.6
KR_8017974328,15.3
KR_8017728306,30.1
KR_8017480354,24.9
KR_8017388484,36.2
KR_8017339401,23.2
KR_8017210442,19.1
KR_8016402529,27.4
KR_8016331579,27.8
KR_8015859215,26.4
KR_8015734918,32.2
KR_8015326674,26.8
KR_8015110329,35.2
KR_8015075117,15.5
KR_8014986905,22.0
KR_8033309068,36.4
KR_8033233813,26.4
KR_8033136710,28.4
KR_8032524200,32.0
KR_8032434472,24.0
KR_8032038924,32.0
KR_8031948498,25.2
KR_8031848793,25.1
KR_8031770141,27.7
KR_8031618667,22.4
KR_8031543849,25.8
KR_8031475831,26.2
KR_8031208867,32.1
KR_8031148979,26.0
KR_8031118284,18.5
KR_8031024373,35.0
KR_8030988611,15.3
KR_8030957814,15.3
KR_8030646677,18.5
KR_8030582591,21.7
KR_8030419281,37.8
KR_8030366214,27.6
KR_8030320510,15.6
KR_8030149614,15.2
KR_8029976822,23.0
KR_8029687602,23.2
KR_8029411888,32.4
KR_8029307254,26.5
KR_8028564930,20.6
KR_8028444078,24.3
KR_8027806299,29.4
KR_8027769235,22.3
KR_8027696648,37.9
KR_8027601608,15.5
KR_8027519832,16.0
KR_8027053966,25.9
KR_8027039734,34.0
KR_8027013886,22.3
KR_8026995008,44.8
KR_8026939355,19.5
KR_8026732047,27.0
KR_8026650610,23.6
KR_8026564663,29.2
KR_8026184316,30.3
KR_8025812159,25.6
KR_8025754413,28.4
KR_8025238235,29.3
KR_8025155954,26.7
KR_8025097788,26.0
KR_8025085087,15.4
KR_8024999923,15.4
KR_8024934836,24.2
KR_8024786618,27.1
KR_8024701423,28.2
KR_8024580253,29.4
KR_8024473494,23.2
KR_8024372237,17.4
KR_8024288378,25.9
KR_8024224347,23.6
KR_8023911986,28.9
KR_8023822372,15.2
KR_8023787667,15.6
KR_8023741999,24.0
KR_8023700402,28.3
KR_8023676456,15.3
KR_8021190792,24.8
KR_8033284784,31.8
KR_8033203360,28.4
KR_8033141823,23.5
KR_8033077305,29.1
KR_8033036283,15.2
KR_8032920768,25.2
KR_8032872949,23.0
KR_8032011236,15.6
KR_8031943250,18.8
KR_8031857766,18.1
KR_8031685508,21.7
KR_8031562388,24.0
KR_8031504738,20.1
KR_8031449333,25.8
KR_8031202224,25.5
KR_8031127246,43.8
KR_8031080243,26.5
KR_8031046447,18.7
KR_8030996895,23.7
KR_8030944584,39.3
KR_8030916586,15.2
KR_8029905528,22.1
KR_8029721877,34.3
KR_8029659622,27.3
KR_8029592358,31.3
KR_8029554700,17.0
KR_8029495827,28.7
KR_8028520202,18.0
KR_8028376188,28.9
KR_8028108497,39.2
KR_8028019643,29.2
KR_8027954655,23.8
KR_8027809095,25.6
KR_8027766319,20.1
KR_8027713970,22.1
KR_8027679608,23.6
KR_8027633580,20.9
KR_8027560056,18.1
KR_8027510677,22.4
KR_8025562633,16.1
KR_8025511431,35.2
KR_8024989974,22.1
KR_8024966072,15.4
KR_8024893168,31.3
KR_8024750806,32.2
KR_8024687785,18.9
KR_8024588310,31.3
KR_8024499271,27.0
KR_8024378506,36.5
KR_8024310512,22.4
KR_8024239327,24.7
KR_8023990001,19.4
KR_8023947914,15.2
KR_8023911344,21.9
KR_8023806345,20.6
KR_8023768643,20.1
KR_8023738431,19.5
KR_8023701916,15.3
KR_8023667495,29.0
KR_8023625754,25.7
KR_8023223527,33.2
KR_8023136530,15.2
KR_8023070242,30.5
KR_8023009692,19.5
KR_8022969050,15.6
KR_8022877144,29.4
KR_8021850590,36.8
KR_8021805419,15.2
KR_8021698779,19.5
KR_8021622857,26.4
KR_8021553600,28.8
